;Rec;Lig;negatome;hippie_value;Rec_nRes;Lig_nRes;Rec_clustID;Lig_clustID;Inter_70;Inter_90;Rec_expr_70;Lig_expr_70;n_inter_res_rec_70;n_inter_res_lig_70;n_cont_comp_70;Rec_expr_90;Lig_expr_90;n_inter_res_rec_90;n_inter_res_lig_90;n_cont_comp_90;nPoses;nPoseClust;nHighPose_lRMSD_70;nMediumPose_lRMSD_70;nAcceptablePose_lRMSD_70;nIncorrectPose_lRMSD_70;nHighPose_lRMSD_90;nMediumPose_lRMSD_90;nAcceptablePose_lRMSD_90;nIncorrectPose_lRMSD_90;min_lRMSD_70;max_lRMSD_70;min_lRMSD_90;max_lRMSD_90;nHighPose_iRMSD_70;nMediumPose_iRMSD_70;nAcceptablePose_iRMSD_70;nIncorrectPose_iRMSD_70;nHighPose_iRMSD_90;nMediumPose_iRMSD_90;nAcceptablePose_iRMSD_90;nIncorrectPose_iRMSD_90;min_iRMSD_70;max_iRMSD_70;min_iRMSD_90;max_iRMSD_90;nHighPose_fnat_70;nMediumPose_fnat_70;nAcceptablePose_fnat_70;nIncorrectPose_fnat_70;nHighPose_fnat_90;nMediumPose_fnat_90;nAcceptablePose_fnat_90;nIncorrectPose_fnat_90;min_fnat_70;max_fnat_70;min_fnat_90;max_fnat_90;nOkPose_intcov_70;nBadPose_intcov_70;min_intcov_70;max_intcov_70;nOkPose_intcov_90;nBadPose_intcov_90;min_intcov_90;max_intcov_90;deformation_rmsd_lig_70;deformation_rmsd_rec_70;deformation_rmsd_lig_90;deformation_rmsd_rec_90;howmanyxray
454;2v17_L;3d48_R;False;-1.0;214;195;0;4414;True;False;4i18_0_1_L_1.pdb;4i18_0_1_C_1.pdb;5;6;91;-;-;0;0;0;8405;0;0;0;0;8405;0;0;0;0;21.9913;355.376;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.7569918459311853;2.677392478737769;-1.0;-1.0;0
455;2v17_L;2pjy_A;False;-1.0;214;112;0;896;True;False;3eo1_0_1_A_1.pdb;3eo1_0_1_C_1.pdb;8;3;71;-;-;0;0;0;20807;0;0;0;0;20807;0;0;0;0;29.2021;531.663;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;3.5270155433604167;0.8082822375635728;-1.0;-1.0;0
456;2v17_L;3d85_B;False;-1.0;214;216;0;0;True;False;2v17_0_1_L_1.pdb;2v17_0_1_H_1.pdb;47;51;983;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;8.358690679258969e-15;13.071144611069256;-1.0;-1.0;0
457;2v17_L;1gc1_G;False;-1.0;214;297;0;1554;True;False;1gc1_0_1_L_1.pdb;1gc1_0_1_G_1.pdb;2;6;45;-;-;0;0;0;14827;0;0;0;0;14827;0;0;0;0;33.2834;151.315;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;4.784457472872396;8.637209072550883e-14;-1.0;-1.0;0
458;2v17_L;3bt2_U;False;-1.0;214;259;0;3413;True;False;3bt2_0_2_L_1.pdb;3bt2_0_2_U_1.pdb;6;8;173;-;-;0;0;0;9154;0;0;0;0;9154;0;0;0;0;27.3724;423.796;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.9656866247269775;1.8917235131161758e-13;-1.0;-1.0;0
459;2v17_L;3d0g_E;False;-1.0;214;173;0;3516;True;False;3bgf_0_2_L_1.pdb;3bgf_0_2_S_1.pdb;4;9;122;-;-;0;0;0;9527;0;0;0;0;9527;0;0;0;0;31.8215;121.846;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.2223013150031385;1.5989116259389364;-1.0;-1.0;0
460;2v17_L;3d85_C;False;-1.0;214;133;0;4225;True;False;3d85_0_1_A_1.pdb;3d85_0_1_C_1.pdb;7;10;234;-;-;0;0;0;3104;0;0;0;0;3104;0;0;0;0;27.295;117.03399999999999;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;3.3217520943707304;4.0751201840455086e-14;-1.0;-1.0;0
461;1yy9_C;3bpl_B;False;-1.0;211;202;0;10237;True;False;6oel_0_1_L_1.pdb;6oel_0_1_B_1.pdb;6;7;99;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;21.596818565743114;0.8288780049564477;-1.0;-1.0;0
462;2v17_L;3d85_D;False;-1.0;214;290;0;3527;True;False;3hmx_0_1_L_1.pdb;3hmx_0_1_A_1.pdb;10;14;157;-;-;0;0;0;5614;0;0;0;0;5614;0;0;0;0;19.2386;295.471;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.1861774112607386;1.6602563056224096;-1.0;-1.0;0
463;1yy9_C;3bpl_C;False;-1.0;211;194;0;3958;True;False;6oel_0_1_L_1.pdb;6oel_0_1_C_1.pdb;11;7;76;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;21.596818565743114;0.8227939750878316;-1.0;-1.0;0
464;1yy9_C;1ezx_A;False;-1.0;211;335;0;229;True;False;6hx4_0_2_L_1.pdb;6hx4_0_2_B_1.pdb;5;7;117;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.64211149043505;9.075268854795452;-1.0;-1.0;0
465;3bs5_A;3bs5_B;False;-1.0;83;74;32484;20977;True;True;3bs5_0_1_A_1.pdb;3bs5_0_1_B_1.pdb;13;14;339;3bs5_0_1_A_1.pdb;3bs5_0_1_B_1.pdb;13;14;339;14962;0;0;13;24;14925;0;13;24;14925;1.8590400000000002;60.5021;1.8590400000000002;60.5021;0;7;10;20;0;7;10;20;1.0539410665398394;6.962016848430208;1.0539410665398394;6.962016848430208;7;6;8;16;7;6;8;16;0.0;0.8908554572271387;0.0;0.8908554572271387;7;14955;0.26666666666666666;0.9726027397260274;7;14955;0.26666666666666666;0.9726027397260274;4.375661938418281e-15;6.970464084043106e-15;4.375661938418281e-15;6.970464084043106e-15;0
466;1yy9_C;2jjs_C;False;-1.0;211;115;0;5040;True;False;5tzt_0_1_B_1.pdb;5tzt_0_1_D_1.pdb;8;6;94;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;12.620368987057462;0.6095250313934869;-1.0;-1.0;0
467;1yy9_C;1ck4_A;False;-1.0;211;193;0;385;True;False;2b2x_0_1_L_1.pdb;2b2x_0_1_A_1.pdb;11;12;241;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;8.186931561181424;0.6771774127159703;-1.0;-1.0;0
468;1yy9_C;3d1m_A;False;-1.0;211;148;0;2025;True;False;3mxw_0_1_L_1.pdb;3mxw_0_1_A_1.pdb;12;13;191;-;-;0;0;0;6731;0;0;0;0;6731;0;0;0;0;23.1007;112.287;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.510392018482082;0.40379863275120287;-1.0;-1.0;0
469;1yy9_C;1ck4_B;False;-1.0;211;195;0;385;True;False;2b2x_0_1_L_1.pdb;2b2x_0_1_A_1.pdb;11;12;241;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;8.186931561181424;0.7330374302868701;-1.0;-1.0;0
470;1yy9_C;2pjy_A;False;-1.0;211;112;0;896;True;False;3eo1_0_1_A_1.pdb;3eo1_0_1_C_1.pdb;8;3;71;-;-;0;0;0;27333;0;0;0;0;27333;0;0;0;0;19.5125;1057.57;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;3.7537435388526297;0.8082822375635731;-1.0;-1.0;0
471;1yy9_C;2jjs_A;False;-1.0;211;116;0;2758;True;False;6bit_0_1_K_1.pdb;6bit_0_1_H_1.pdb;12;15;183;-;-;0;0;0;13445;0;0;0;0;13445;0;0;0;0;27.8842;305.086;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.3843453748214032;1.7479460908608935;-1.0;-1.0;0
472;1yy9_C;3d85_B;False;-1.0;211;216;0;0;True;False;1yy9_0_1_C_1.pdb;1yy9_0_1_D_1.pdb;41;47;810;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.4221900035781333e-14;8.827599512546154;-1.0;-1.0;0
473;2gd4_H;2gd4_H;False;0.63;234;234;5;5;True;True;1xkb_0_3_D_2.pdb;1xkb_0_3_C_1.pdb;8;6;82;1xkb_0_3_D_2.pdb;1xkb_0_3_C_1.pdb;8;6;82;4851;0;0;0;0;4851;0;0;0;4851;21.9575;97.8794;21.9575;97.8794;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.2452751895687932;1.0690052733287678;1.2452751895687932;1.0690052733287678;0
474;1yy9_C;3bt2_U;False;-1.0;211;259;0;3413;True;False;3bt2_0_2_L_1.pdb;3bt2_0_2_U_1.pdb;6;8;173;-;-;0;0;0;6574;0;0;0;0;6574;0;0;0;0;34.1171;1056.12;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.9171459525193266;1.246984739322679e-13;-1.0;-1.0;0
475;1yy9_C;3d85_C;False;-1.0;211;133;0;4225;True;False;3d85_0_1_A_1.pdb;3d85_0_1_C_1.pdb;7;10;234;-;-;0;0;0;4403;0;0;0;0;4403;0;0;0;0;34.1168;116.273;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.1310523147299323;2.463367422756925e-14;-1.0;-1.0;0
476;1yy9_C;3d0g_E;False;-1.0;211;173;0;3516;True;False;3bgf_0_2_L_1.pdb;3bgf_0_2_S_1.pdb;4;9;122;-;-;0;0;0;9062;0;0;0;0;9062;0;0;0;0;32.9681;117.49799999999999;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.6099076089253888;1.598911625938937;-1.0;-1.0;0
477;1nt2_B;1nt2_A;False;-1.0;236;209;31317;2010;True;True;1nt2_0_2_B_4.pdb;1nt2_0_2_A_4.pdb;38;34;725;1nt2_0_2_B_4.pdb;1nt2_0_2_A_4.pdb;38;34;725;22908;0;0;0;0;22908;0;0;0;22908;11.5699;260.199;11.5699;260.199;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.534018315355371e-14;1.735602581732545e-14;1.534018315355371e-14;1.735602581732545e-14;0
478;1yy9_C;3d85_D;False;-1.0;211;290;0;3527;True;False;3hmx_0_1_L_1.pdb;3hmx_0_1_A_1.pdb;10;14;157;-;-;0;0;0;7740;0;0;0;0;7740;0;0;0;0;59.0949;1067.14;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.6233279230310609;1.6602563056224031;-1.0;-1.0;0
479;1yy9_C;3d48_R;False;-1.0;211;195;0;4414;True;False;4i18_0_1_L_1.pdb;4i18_0_1_C_1.pdb;5;6;91;-;-;0;0;0;10884;0;0;0;0;10884;0;0;0;0;32.2509;1036.99;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.5981045996732155;2.677392478737765;-1.0;-1.0;0
480;1yy9_C;1gc1_G;False;-1.0;211;297;0;1554;True;False;1gc1_0_1_L_1.pdb;1gc1_0_1_G_1.pdb;2;6;45;-;-;0;0;0;20196;0;0;0;0;20196;0;0;0;0;27.3177;157.109;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;4.7733399877907505;7.963150994204946e-14;-1.0;-1.0;0
481;2rgn_B;2rgn_C;False;0.59;327;177;3960;230;True;True;2rgn_0_1_B_1.pdb;2rgn_0_1_C_1.pdb;39;29;609;2rgn_0_1_B_1.pdb;2rgn_0_1_C_1.pdb;39;29;609;24923;0;0;1;12;24910;0;1;12;24910;2.34963;1019.83;2.34963;1019.83;0;1;0;12;0;1;0;12;1.3969934809133138;7.052298939589365;1.3969934809133138;7.052298939589365;1;0;1;11;1;0;1;11;0.0;0.6420361247947455;0.0;0.6420361247947455;1;24922;0.007042253521126761;0.8263473053892215;1;24922;0.007042253521126761;0.8263473053892215;9.96930347327008e-15;1.7291117370489274e-14;9.96930347327008e-15;1.7291117370489274e-14;0
482;2pjy_A;2pjy_C;False;0.89;112;79;896;9354;True;True;2pjy_0_1_A_2.pdb;2pjy_0_1_C_1.pdb;11;11;62;2pjy_0_1_A_2.pdb;2pjy_0_1_C_1.pdb;11;11;62;54847;0;0;0;1;54846;0;0;1;54846;9.55384;1026.78;9.55384;1026.78;0;0;0;0;0;0;0;0;;;;;0;0;1;0;0;0;1;0;0.16129032258064516;0.16129032258064516;0.16129032258064516;0.16129032258064516;0;54847;0.16129032258064516;0.16129032258064516;0;54847;0.16129032258064516;0.16129032258064516;8.384415495501185e-15;8.024693560287238e-15;8.384415495501185e-15;8.024693560287238e-15;0
483;2pjy_A;2pjy_B;False;0.9;112;108;896;5459;True;True;2pjy_0_1_A_2.pdb;2pjy_0_1_B_2.pdb;9;13;275;2pjy_0_1_A_2.pdb;2pjy_0_1_B_2.pdb;9;13;275;50852;0;0;0;7;50845;0;0;7;50845;8.114469999999999;1040.66;8.114469999999999;1040.66;0;0;0;7;0;0;0;7;5.891878636804524;8.959770877371806;5.891878636804524;8.959770877371806;0;1;0;6;0;1;0;6;0.0;0.33454545454545453;0.0;0.33454545454545453;2;50850;0.26666666666666666;0.8333333333333334;2;50850;0.26666666666666666;0.8333333333333334;8.384415495501185e-15;1.3664193128618224e-14;8.384415495501185e-15;1.3664193128618224e-14;0
484;3cwb_E;3cwb_P;False;-1.0;196;379;753;614;True;True;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;27;30;471;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;27;30;471;43361;0;0;1;3;43357;0;1;3;43357;3.13335;253.067;3.13335;253.067;0;1;0;3;0;1;0;3;1.4271485342253893;4.383797292718075;1.4271485342253893;4.383797292718075;1;3;0;0;1;3;0;0;0.38004246284501064;0.8195329087048833;0.38004246284501064;0.8195329087048833;1;43360;0.7421875;0.953125;1;43360;0.7421875;0.953125;1.1930341411077759e-14;2.979156265574074e-14;1.1930341411077759e-14;2.979156265574074e-14;0
485;2c74_A;2c74_B;False;-1.0;235;234;142;142;True;True;2c74_0_1_A_1.pdb;2c74_0_1_B_1.pdb;22;22;427;2c74_0_1_A_1.pdb;2c74_0_1_B_1.pdb;22;22;427;74312;0;0;0;3;74309;0;0;3;74309;5.43452;1038.69;5.43452;1038.69;0;0;0;3;0;0;0;3;4.8154608070256355;6.080657222702159;4.8154608070256355;6.080657222702159;0;0;0;3;0;0;0;3;0.02107728337236534;0.053864168618266976;0.02107728337236534;0.053864168618266976;0;74312;0.35185185185185186;0.4444444444444444;0;74312;0.35185185185185186;0.4444444444444444;8.283765638448192e-15;1.601593809080303e-14;8.283765638448192e-15;1.601593809080303e-14;0
486;2c74_B;2c74_B;False;-1.0;234;234;142;142;True;True;2c74_0_1_B_1.pdb;2c74_0_1_A_1.pdb;22;22;427;2c74_0_1_B_1.pdb;2c74_0_1_A_1.pdb;22;22;427;64929;0;0;0;1;64928;0;0;1;64928;9.16488;1037.57;9.16488;1037.57;0;0;0;0;0;0;0;0;;;;;0;0;1;0;0;0;1;0;0.2898550724637681;0.2898550724637681;0.2898550724637681;0.2898550724637681;0;64929;0.3235294117647059;0.3235294117647059;0;64929;0.3235294117647059;0.3235294117647059;6.159029875288216e-15;0.14271829699185792;6.159029875288216e-15;0.14271829699185792;0
487;2c74_A;2c74_A;False;-1.0;235;235;142;142;True;True;2c74_0_1_A_1.pdb;2c74_0_1_B_1.pdb;22;22;427;2c74_0_1_A_1.pdb;2c74_0_1_B_1.pdb;22;22;427;95805;0;0;1;0;95804;0;1;0;95804;1.17345;1038.86;1.17345;1038.86;0;0;0;0;0;0;0;0;;;;;1;0;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1;95804;0.9174311926605505;0.9174311926605505;1;95804;0.9174311926605505;0.9174311926605505;8.283765638448192e-15;0.14271829699185748;8.283765638448192e-15;0.14271829699185748;0
488;3cwb_D;3cwb_P;False;-1.0;241;379;487;614;True;True;3cwb_0_1_D_1.pdb;3cwb_0_1_C_1.pdb;38;36;682;3cwb_0_1_D_1.pdb;3cwb_0_1_C_1.pdb;38;36;682;101457;0;0;2;2;101453;0;2;2;101453;1.62477;920.566;1.62477;920.566;2;0;0;2;2;0;0;2;0.9469839226647987;8.800154103971748;0.9469839226647987;8.800154103971748;2;0;1;1;2;0;1;1;0.0;0.72;0.0;0.72;0;101457;0.11864406779661017;0.7796610169491526;0;101457;0.11864406779661017;0.7796610169491526;2.0089485150061035e-14;0.16912305687578544;2.0089485150061035e-14;0.16912305687578544;0
489;2c63_D;2c74_B;False;-1.0;233;234;142;142;True;True;2c63_0_2_D_1.pdb;2c63_0_2_C_1.pdb;21;21;432;2c63_0_2_D_1.pdb;2c63_0_2_C_1.pdb;21;21;432;82173;0;0;2;16;82155;0;2;16;82155;2.4472400000000003;1038.96;2.4472400000000003;1038.96;2;0;0;16;2;0;0;16;0.9314779169053021;8.04271663342352;0.9314779169053021;8.04271663342352;2;0;3;13;2;0;3;13;0.0;0.9428571428571428;0.0;0.9428571428571428;2;82171;0.034482758620689655;0.9310344827586207;2;82171;0.034482758620689655;0.9310344827586207;8.991644201717756e-15;0.6148362686084164;8.991644201717756e-15;0.6148362686084164;0
490;2c63_C;2c74_A;False;-1.0;233;235;142;142;True;True;2c63_0_2_C_1.pdb;2c63_0_2_D_1.pdb;21;21;432;2c63_0_2_C_1.pdb;2c63_0_2_D_1.pdb;21;21;432;113026;0;0;4;14;113008;0;4;14;113008;1.5592;1038.79;1.5592;1038.79;4;0;2;12;4;0;2;12;0.931974335695644;7.232639935744341;0.931974335695644;7.232639935744341;4;1;5;8;4;1;5;8;0.0;0.9253731343283582;0.0;0.9253731343283582;4;113022;0.034482758620689655;0.896551724137931;4;113022;0.034482758620689655;0.896551724137931;7.66621527401875e-15;0.6309615567505413;7.66621527401875e-15;0.6309615567505413;0
491;2c63_C;2c74_B;False;-1.0;233;234;142;142;True;True;2c63_0_2_C_1.pdb;2c63_0_2_D_1.pdb;21;21;432;2c63_0_2_C_1.pdb;2c63_0_2_D_1.pdb;21;21;432;83774;0;0;4;15;83755;0;4;15;83755;2.1703799999999998;1038.81;2.1703799999999998;1038.81;4;0;0;15;4;0;0;15;0.9298889339981588;6.644379057716679;0.9298889339981588;6.644379057716679;4;0;3;12;4;0;3;12;0.0;0.8656716417910447;0.0;0.8656716417910447;4;83770;0.034482758620689655;0.8275862068965517;4;83770;0.034482758620689655;0.8275862068965517;7.66621527401875e-15;0.6213962322525742;7.66621527401875e-15;0.6213962322525742;0
492;2c63_C;2c63_D;False;-1.0;233;233;142;142;True;True;2c63_0_2_C_1.pdb;2c63_0_2_D_1.pdb;21;21;432;2c63_0_2_C_1.pdb;2c63_0_2_D_1.pdb;21;21;432;104347;0;0;3;24;104320;0;3;24;104320;2.13554;1038.79;2.13554;1038.79;3;0;2;22;3;0;2;22;0.9965508884288569;8.654484193157113;0.9965508884288569;8.654484193157113;3;2;4;18;3;2;4;18;0.0;0.9097222222222222;0.0;0.9097222222222222;3;104344;0.019801980198019802;0.9900990099009901;3;104344;0.019801980198019802;0.9900990099009901;7.66621527401875e-15;1.0987756198199927e-14;7.66621527401875e-15;1.0987756198199927e-14;0
493;2c63_D;2c74_A;False;-1.0;233;235;142;142;True;True;2c63_0_2_D_1.pdb;2c63_0_2_C_1.pdb;21;21;432;2c63_0_2_D_1.pdb;2c63_0_2_C_1.pdb;21;21;432;102261;0;0;4;19;102238;0;4;19;102238;1.56772;1039.15;1.56772;1039.15;4;0;1;18;4;0;1;18;0.8600230136957261;7.682742192485152;0.8600230136957261;7.682742192485152;4;0;4;15;4;0;4;15;0.0;0.9571428571428572;0.0;0.9571428571428572;4;102257;0.0;0.9108910891089109;4;102257;0.0;0.9108910891089109;8.991644201717756e-15;0.6190687341219848;8.991644201717756e-15;0.6190687341219848;0
494;2c63_B;2c63_C;False;-1.0;233;233;142;142;True;True;2c63_0_1_B_1.pdb;2c63_0_1_A_1.pdb;20;21;406;2c63_0_1_B_1.pdb;2c63_0_1_A_1.pdb;20;21;406;107196;0;0;5;23;107168;0;5;23;107168;1.2223899999999999;1038.17;1.2223899999999999;1038.17;3;0;2;23;3;0;2;23;0.8320029674184453;7.741514180542579;0.8320029674184453;7.741514180542579;3;2;3;20;3;2;3;20;0.0;0.9076923076923077;0.0;0.9076923076923077;3;107193;0.0;0.96;3;107193;0.0;0.96;9.288339602766008e-15;0.38231048016851255;9.288339602766008e-15;0.38231048016851255;0
495;2c63_B;2c74_A;False;-1.0;233;235;142;142;True;True;2c63_0_1_B_1.pdb;2c63_0_1_A_1.pdb;20;21;406;2c63_0_1_B_1.pdb;2c63_0_1_A_1.pdb;20;21;406;103478;0;0;7;20;103451;0;7;20;103451;1.38375;1038.59;1.38375;1038.59;6;0;2;19;6;0;2;19;0.8079515948116414;6.424571076312494;0.8079515948116414;6.424571076312494;6;0;6;15;6;0;6;15;0.0;0.9538461538461539;0.0;0.9538461538461539;6;103472;0.04;0.9479166666666666;6;103472;0.04;0.9479166666666666;9.288339602766008e-15;0.6036407612830108;9.288339602766008e-15;0.6036407612830108;0
496;2c63_D;2c63_D;False;-1.0;233;233;142;142;True;True;2c63_0_2_D_1.pdb;2c63_0_2_C_1.pdb;21;21;432;2c63_0_2_D_1.pdb;2c63_0_2_C_1.pdb;21;21;432;105509;0;0;5;26;105478;0;5;26;105478;1.8940099999999997;1038.93;1.8940099999999997;1038.93;5;0;1;25;5;0;1;25;0.8882243975960924;8.232461499679701;0.8882243975960924;8.232461499679701;5;3;2;21;5;3;2;21;0.0;0.9571428571428572;0.0;0.9571428571428572;5;105504;0.0;0.9801980198019802;5;105504;0.0;0.9801980198019802;8.991644201717756e-15;0.24701392910810455;8.991644201717756e-15;0.24701392910810455;0
497;1wsu_D;1wsu_D;False;-1.0;121;121;13940;13940;True;True;1wsu_0_1_D_1.pdb;1wsu_0_1_C_1.pdb;14;17;250;1wsu_0_1_D_1.pdb;1wsu_0_1_C_1.pdb;14;17;250;11609;0;0;0;0;11609;0;0;0;11609;13.52;1007.1;13.52;1007.1;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;6.980487451561045e-15;0.7478220361447264;6.980487451561045e-15;0.7478220361447264;0
498;2c63_B;2c63_D;False;-1.0;233;233;142;142;True;True;2c63_0_1_B_1.pdb;2c63_0_1_A_1.pdb;20;21;406;2c63_0_1_B_1.pdb;2c63_0_1_A_1.pdb;20;21;406;111099;0;0;4;30;111065;0;4;30;111065;1.10356;1038.39;1.10356;1038.39;4;0;4;26;4;0;4;26;0.7443779597770476;9.092104673470471;0.7443779597770476;9.092104673470471;4;0;4;26;4;0;4;26;0.0;0.9076923076923077;0.0;0.9076923076923077;4;111095;0.0;0.96;4;111095;0.0;0.96;9.288339602766008e-15;0.3636105248505212;9.288339602766008e-15;0.3636105248505212;0
